Customer ID,frequency,monetary,recency,R_score,F_score,M_score,RFM_Score,RFM_Segment_Code,Segment
C10434,12,798.2864862547167,14,5,4,3,12,543,Loyal
C10435,13,1337.7261822542844,35,4,4,5,13,445,Champions
C10436,7,1192.8480101229013,75,2,1,4,7,214,Potential Loyalists
C10437,14,2215.4879067756538,9,5,5,5,15,555,Champions
C10438,8,703.1696559036066,242,1,2,2,5,122,Lost
C10439,8,707.5084876645022,135,1,2,2,5,122,Lost
C10440,12,879.7337035772853,47,3,4,3,10,343,Loyal
C10441,8,1056.4625510446542,123,1,2,4,7,124,Potential Loyalists
C10442,8,798.773672073095,198,1,2,3,6,123,Potential Loyalists
C10443,11,1054.5373729160347,138,1,3,4,8,134,At Risk
C10444,12,1756.5697271748138,106,2,4,5,11,245,At Risk
C10445,6,398.42529859434666,87,2,1,1,4,211,Lost
C10446,14,850.2755941533678,9,5,5,3,13,553,Loyal
C10447,11,1570.7473866539995,129,1,3,5,9,135,At Risk
C10448,14,1671.3962666395241,57,3,5,5,13,355,Loyal
C10449,11,876.5185846702376,6,5,3,3,11,533,Loyal
C10450,6,421.57302062872685,155,1,1,1,3,111,Lost
C10451,8,615.4059366549258,29,4,2,2,8,422,Potential Loyalists
C10452,8,1427.9766988622441,118,1,2,5,8,125,Potential Loyalists
C10453,16,1583.6878196458856,13,5,5,5,15,555,Champions
C10454,15,889.5084616057857,61,3,5,3,11,353,Loyal
C10455,10,1104.7387647767146,126,1,3,4,8,134,At Risk
C10456,10,788.3522507992853,91,2,3,3,8,233,At Risk
C10457,10,1309.0844812433731,60,3,3,5,11,335,Loyal
C10458,8,851.9365476485566,77,2,2,3,7,223,Potential Loyalists
C10459,9,803.5498297304473,71,2,2,3,7,223,Potential Loyalists
C10460,11,789.4599862908562,25,4,3,3,10,433,Loyal
C10461,4,297.28315291301135,58,3,1,1,5,311,Lost
C10462,17,1956.977125401372,11,5,5,5,15,555,Champions
C10463,12,798.349727169362,27,4,4,3,11,443,Loyal
C10464,19,1714.449277815101,50,3,5,5,13,355,Loyal
C10465,10,777.7281777307254,84,2,3,3,8,233,At Risk
C10466,10,914.4470168879246,10,5,3,3,11,533,Loyal
C10467,9,775.6777014339831,80,2,2,3,7,223,Potential Loyalists
C10468,10,704.8386336396859,171,1,3,2,6,132,Potential Loyalists
C10469,12,766.3597073424613,9,5,4,2,11,542,Loyal
C10470,15,1443.0516329772609,64,3,5,5,13,355,Loyal
C10471,18,2243.884755958569,37,3,5,5,13,355,Loyal
C10472,11,812.7251165554073,26,4,3,3,10,433,Loyal
C10473,12,1640.062766486805,74,2,4,5,11,245,At Risk
C10474,16,1121.1405471904984,3,5,5,4,14,554,Champions
C10475,17,1239.7228628400208,30,4,5,4,13,454,Champions
C10476,14,1482.252883041495,3,5,5,5,15,555,Champions
C10477,12,932.7942017125695,30,4,4,3,11,443,Loyal
C10478,9,1343.3587147460805,179,1,2,5,8,125,Potential Loyalists
C10479,10,659.5689404686943,36,4,3,2,9,432,Loyal
C10480,7,378.90241571230575,57,3,1,1,5,311,Lost
C10481,8,747.8175120337523,23,4,2,2,8,422,Potential Loyalists
C10482,16,1743.3498905252318,36,4,5,5,14,455,Champions
C10483,9,570.6591689381489,62,3,2,2,7,322,Potential Loyalists
C10484,9,379.2866687112553,54,3,2,1,6,321,Potential Loyalists
C10485,11,532.5849487540492,3,5,3,1,9,531,Loyal
C10486,11,1080.4505977312215,51,3,3,4,10,334,Loyal
C10487,5,280.009652145654,94,2,1,1,4,211,Lost
C10488,11,563.335910903832,110,2,3,2,7,232,Potential Loyalists
C10489,12,1478.461624039605,179,1,4,5,10,145,At Risk
C10490,12,900.4509873562712,34,4,4,3,11,443,Loyal
C10491,14,1059.1272123728377,23,4,5,4,13,454,Champions
C10492,15,1244.0768663116885,64,3,5,4,12,354,Loyal
C10493,7,425.5035890259384,101,2,1,1,4,211,Lost
C10494,11,954.0951082547467,16,5,3,3,11,533,Loyal
C10495,13,1047.9142683328816,76,2,4,4,10,244,At Risk
C10496,4,684.2908970711609,23,4,1,2,7,412,Potential Loyalists
C10497,5,608.3369133682793,65,3,1,2,6,312,Potential Loyalists
C10498,11,630.1133182361498,83,2,3,2,7,232,Potential Loyalists
C10499,10,500.6815647172227,8,5,3,1,9,531,Loyal
C10500,8,414.34130011765126,102,2,2,1,5,221,Lost
C10501,14,1175.2968794169076,73,2,5,4,11,254,At Risk
C10502,12,1489.0665520094412,11,5,4,5,14,545,Champions
C10503,6,459.9286902960265,5,5,1,1,7,511,Potential Loyalists
C10504,8,351.712650075747,74,2,2,1,5,221,Lost
C10505,7,321.5203610123128,18,4,1,1,6,411,Potential Loyalists
C10506,4,388.0876697082762,104,2,1,1,4,211,Lost
C10507,8,772.9384743989475,10,5,2,3,10,523,Potential Loyalists
C10508,10,901.367681004264,13,5,3,3,11,533,Loyal
C10509,10,651.1612750336867,11,5,3,2,10,532,Loyal
C10510,9,1056.4493124678074,55,3,2,4,9,324,Promising
C10511,9,738.1736366014094,93,2,2,2,6,222,Lost
C10512,13,1038.5777847509837,15,5,4,4,13,544,Champions
C10513,16,1230.382641552928,10,5,5,4,14,554,Champions
C10514,8,685.1861059719212,18,4,2,2,8,422,Potential Loyalists
C10515,9,427.1090184102254,282,1,2,1,4,121,Lost
C10516,9,708.4861976899626,50,3,2,2,7,322,Potential Loyalists
C10517,7,534.6910154804812,62,3,1,1,5,311,Lost
C10518,13,640.0771389527927,204,1,4,2,7,142,Potential Loyalists
C10519,11,833.2033645929309,101,2,3,3,8,233,At Risk
C10520,8,813.8402221334229,89,2,2,3,7,223,Potential Loyalists
C10521,11,760.7034983540752,180,1,3,2,6,132,Potential Loyalists
C10522,15,1437.4844928026396,16,5,5,5,15,555,Champions
C10523,13,974.553950147396,30,4,4,3,11,443,Loyal
C10524,10,1537.7839840786623,53,3,3,5,11,335,Loyal
C10525,16,1028.5892854685655,4,5,5,4,14,554,Champions
C10526,14,1066.7699996996207,170,1,5,4,10,154,At Risk
C10527,15,1272.017469290154,62,3,5,4,12,354,Loyal
C10528,12,1030.4976837254371,73,2,4,4,10,244,At Risk
C10529,9,1449.5931552816085,73,2,2,5,9,225,Loyal
C10530,9,980.5884563472173,19,4,2,3,9,423,Potential Loyalists
C10531,7,878.5569623110571,14,5,1,3,9,513,Potential Loyalists
C10532,9,586.5805798005508,158,1,2,2,5,122,Lost
C10533,7,538.5862096515231,72,2,1,1,4,211,Lost
C10534,5,218.0378790886053,108,2,1,1,4,211,Lost
C10535,14,1517.5587125479356,2,5,5,5,15,555,Champions
C10536,15,2030.4967454801035,19,4,5,5,14,455,Champions
C10537,9,621.1047992470736,22,4,2,2,8,422,Potential Loyalists
C10538,9,435.9897487639367,12,5,2,1,8,521,Potential Loyalists
C10539,11,1491.902255376705,116,1,3,5,9,135,At Risk
C10540,6,492.0156102518133,166,1,1,1,3,111,Lost
C10541,12,850.9662987816781,2,5,4,3,12,543,Loyal
C10542,8,1029.0792223002122,9,5,2,4,11,524,Potential Loyalists
C10543,17,1868.1947297367074,47,3,5,5,13,355,Loyal
C10544,13,674.2921925406831,4,5,4,2,11,542,Loyal
C10545,3,88.2775515167321,24,4,1,1,6,411,Potential Loyalists
C10546,12,865.4046459654908,14,5,4,3,12,543,Loyal
C10547,5,394.0512750865271,19,4,1,1,6,411,Potential Loyalists
C10548,10,506.20029720780445,17,4,3,1,8,431,Loyal
C10549,17,1394.6904060233373,83,2,5,5,12,255,At Risk
C10550,17,2022.872283500999,9,5,5,5,15,555,Champions
C10551,9,854.4276701465346,23,4,2,3,9,423,Potential Loyalists
C10552,10,710.4786980716802,53,3,3,2,8,332,Loyal
C10553,10,989.24800508675,49,3,3,3,9,333,Loyal
C10554,7,667.6518571293694,139,1,1,2,4,112,Lost
C10555,11,416.2737219079502,68,2,3,1,6,231,Potential Loyalists
C10556,9,1067.3007870059419,70,2,2,4,8,224,Potential Loyalists
C10557,9,1469.7716129497853,6,5,2,5,12,525,Potential Loyalists
C10558,8,618.8924418469321,57,3,2,2,7,322,Potential Loyalists
C10559,10,1084.7113366585145,150,1,3,4,8,134,At Risk
C10560,5,896.7075498594312,77,2,1,3,6,213,Potential Loyalists
C10561,13,1107.168852160817,11,5,4,4,13,544,Champions
C10562,7,759.1663906891371,93,2,1,2,5,212,Lost
C10563,7,247.20559243351917,29,4,1,1,6,411,Potential Loyalists
C10564,8,761.5388926575978,38,3,2,2,7,322,Potential Loyalists
C10565,7,519.6328563510922,87,2,1,1,4,211,Lost
C10566,9,683.6881256420112,31,4,2,2,8,422,Potential Loyalists
C10567,20,2050.5885591492756,11,5,5,5,15,555,Champions
C10568,11,764.2575454419328,28,4,3,2,9,432,Loyal
C10569,9,705.6923695616256,158,1,2,2,5,122,Lost
C10570,9,1295.4675144602459,29,4,2,5,11,425,Potential Loyalists
C10571,14,1261.3784798732545,27,4,5,4,13,454,Champions
C10572,16,1176.1585534102192,33,4,5,4,13,454,Champions
C10573,6,243.5283444728338,127,1,1,1,3,111,Lost
C10574,10,586.9252233430218,153,1,3,2,6,132,Potential Loyalists
C10575,9,538.8780338987339,348,1,2,1,4,121,Lost
C10576,5,254.24717806776633,57,3,1,1,5,311,Lost
C10577,9,771.9318254579771,222,1,2,3,6,123,Potential Loyalists
C10578,12,948.210660169616,211,1,4,3,8,143,At Risk
C10579,5,1437.0955256416878,40,3,1,5,9,315,Promising
C10580,10,1014.5037184532937,244,1,3,4,8,134,At Risk
C10581,7,501.58835916297096,31,4,1,1,6,411,Potential Loyalists
C10582,9,791.0378523995314,31,4,2,3,9,423,Potential Loyalists
C10583,11,1040.1802581668278,96,2,3,4,9,234,At Risk
C10584,8,443.148740263044,1,5,2,1,8,521,Potential Loyalists
C10585,17,1966.5190187387307,55,3,5,5,13,355,Loyal
C10586,14,1607.6808400496702,36,4,5,5,14,455,Champions
C10587,14,1227.5647352853218,17,4,5,4,13,454,Champions
C10588,2,135.4736356311402,189,1,1,1,3,111,Lost
C10589,7,743.3296946244143,75,2,1,2,5,212,Lost
C10590,20,2151.4459763621144,115,1,5,5,11,155,At Risk
C10591,12,1205.0780090408373,10,5,4,4,13,544,Champions
C10592,12,1513.6107512478266,99,2,4,5,11,245,At Risk
C10593,4,148.59367435949449,16,5,1,1,7,511,Potential Loyalists
C10594,12,688.5887499821888,17,4,4,2,10,442,Loyal
C10595,8,503.44088275639064,26,4,2,1,7,421,Potential Loyalists
C10596,15,1042.3839280581049,129,1,5,4,10,154,At Risk
C10597,10,622.9207158358178,46,3,3,2,8,332,Loyal
C10598,14,1359.539987417322,12,5,5,5,15,555,Champions
C10599,10,1259.2640901439195,153,1,3,4,8,134,At Risk
C10600,13,679.2606919602531,22,4,4,2,10,442,Loyal
C10601,5,188.45792048874662,223,1,1,1,3,111,Lost
C10602,10,709.3684512668655,59,3,3,2,8,332,Loyal
C10603,4,189.9962689997504,19,4,1,1,6,411,Potential Loyalists
C10604,8,582.9002587672102,38,3,2,2,7,322,Potential Loyalists
C10605,6,184.95933979361908,158,1,1,1,3,111,Lost
C10606,4,242.1208215538302,3,5,1,1,7,511,Potential Loyalists
C10607,20,1259.2866509016726,3,5,5,4,14,554,Champions
C10608,7,478.237244392092,44,3,1,1,5,311,Lost
C10609,14,1653.1411635737795,8,5,5,5,15,555,Champions
C10610,12,985.1756226450534,65,3,4,3,10,343,Loyal
C10611,10,952.8386679752068,42,3,3,3,9,333,Loyal
C10612,12,1370.5185104258373,27,4,4,5,13,445,Champions
C10613,11,1223.4717059795553,85,2,3,4,9,234,At Risk
C10614,10,600.3381197222448,63,3,3,2,8,332,Loyal
C10615,10,606.7688836506697,3,5,3,2,10,532,Loyal
C10616,10,981.9922257302055,60,3,3,3,9,333,Loyal
C10617,12,1075.638118925458,37,3,4,4,11,344,Loyal
C10618,9,716.6854321477033,138,1,2,2,5,122,Lost
C10619,13,715.1060225390437,6,5,4,2,11,542,Loyal
C10620,10,753.9152389640414,114,1,3,2,6,132,Potential Loyalists
C10621,11,463.1302222358723,49,3,3,1,7,331,Loyal
C10622,11,688.7267508471846,5,5,3,2,10,532,Loyal
C10623,7,1195.5831926155186,301,1,1,4,6,114,Potential Loyalists
C10624,9,604.6722322383556,78,2,2,2,6,222,Lost
C10625,11,1385.99767323787,154,1,3,5,9,135,At Risk
C10626,9,990.8089191588024,18,4,2,3,9,423,Potential Loyalists
C10627,12,1056.6253223770675,32,4,4,4,12,444,Champions
C10628,6,948.3098456769106,59,3,1,3,7,313,Promising
C10629,9,616.9723815227067,20,4,2,2,8,422,Potential Loyalists
C10630,8,546.0211917092436,101,2,2,1,5,221,Lost
C10631,11,832.6066077414883,51,3,3,3,9,333,Loyal
C10632,12,788.6922736395513,36,4,4,3,11,443,Loyal
C10633,10,1574.0768372692276,123,1,3,5,9,135,At Risk
C10634,14,1753.8519059645791,21,4,5,5,14,455,Champions
C10635,11,768.3207688081209,28,4,3,3,10,433,Loyal
C10636,9,1295.0482144993223,11,5,2,5,12,525,Potential Loyalists
C10637,14,1172.6142219602282,5,5,5,4,14,554,Champions
C10638,13,1346.8648417871248,113,1,4,5,10,145,At Risk
C10639,9,963.8832299168087,13,5,2,3,10,523,Potential Loyalists
C10640,18,1758.3417519805396,24,4,5,5,14,455,Champions
C10641,8,273.8734996392452,100,2,2,1,5,221,Lost
C10642,10,1194.1205015231321,3,5,3,4,12,534,Loyal
C10643,7,406.3973691445281,92,2,1,1,4,211,Lost
C10644,13,1082.9915619982041,25,4,4,4,12,444,Champions
C10645,3,88.54718224149386,486,1,1,1,3,111,Lost
C10646,2,141.0272903197175,286,1,1,1,3,111,Lost
C10647,10,730.0386724759283,110,2,3,2,7,232,Potential Loyalists
C10648,5,275.55968723407204,99,2,1,1,4,211,Lost
C10649,5,251.79432971769745,4,5,1,1,7,511,Potential Loyalists
C10650,5,219.90153555269293,260,1,1,1,3,111,Lost
C10651,10,909.5777539766632,75,2,3,3,8,233,At Risk
C10652,11,1848.1557546057948,6,5,3,5,13,535,Loyal
C10653,9,643.1252347483023,20,4,2,2,8,422,Potential Loyalists
C10654,19,1583.737249781758,90,2,5,5,12,255,At Risk
C10655,8,492.45615421470103,50,3,2,1,6,321,Potential Loyalists
C10656,8,1040.1561771213287,12,5,2,4,11,524,Potential Loyalists
C10657,9,926.8672791933877,18,4,2,3,9,423,Potential Loyalists
C10658,15,1348.9190518014764,30,4,5,5,14,455,Champions
C10659,9,748.7590572830352,16,5,2,2,9,522,Potential Loyalists
C10660,11,1732.7053151789373,20,4,3,5,12,435,Loyal
C10661,8,792.5368110456297,84,2,2,3,7,223,Potential Loyalists
C10662,12,934.6861640710666,30,4,4,3,11,443,Loyal
C10663,11,958.5240056266666,112,2,3,3,8,233,At Risk
C10664,11,733.9453342066473,62,3,3,2,8,332,Loyal
C10665,10,751.635953402501,25,4,3,2,9,432,Loyal
C10666,10,1387.8002307888248,19,4,3,5,12,435,Loyal
C10667,7,430.7749511698846,75,2,1,1,4,211,Lost
C10668,13,739.7139652707459,56,3,4,2,9,342,Loyal
C10669,15,976.8571638142423,3,5,5,3,13,553,Loyal
C10670,10,554.710595332613,83,2,3,1,6,231,Potential Loyalists
C10671,8,543.8663475797324,60,3,2,1,6,321,Potential Loyalists
C10672,15,1264.7190538762038,125,1,5,4,10,154,At Risk
C10673,13,1101.3724632999272,23,4,4,4,12,444,Champions
C10674,6,1326.509000603461,136,1,1,5,7,115,Potential Loyalists
C10675,9,531.448581207626,158,1,2,1,4,121,Lost
C10676,10,1207.1207328761177,14,5,3,4,12,534,Loyal
C10677,8,1421.5555874870772,17,4,2,5,11,425,Potential Loyalists
C10678,10,584.5630172238244,44,3,3,2,8,332,Loyal
C10679,9,1063.2223961836712,232,1,2,4,7,124,Potential Loyalists
C10680,11,1112.973348843025,5,5,3,4,12,534,Loyal
C10681,13,906.9702405738209,13,5,4,3,12,543,Loyal
C10682,6,562.1256946166328,73,2,1,2,5,212,Lost
C10683,11,912.1535937490346,47,3,3,3,9,333,Loyal
C10684,16,1279.8312485381468,51,3,5,5,13,355,Loyal
C10685,19,1523.220370978935,19,4,5,5,14,455,Champions
C10686,11,2010.1736619153503,17,4,3,5,12,435,Loyal
C10687,11,725.7405280764107,240,1,3,2,6,132,Potential Loyalists
C10688,11,905.4414523255076,23,4,3,3,10,433,Loyal
C10689,7,368.6836666026626,103,2,1,1,4,211,Lost
C10690,10,1208.008219475177,67,2,3,4,9,234,At Risk
C10691,15,1260.3695724365766,26,4,5,4,13,454,Champions
C10692,16,1365.2570562577596,101,2,5,5,12,255,At Risk
C10693,12,996.6329955256894,49,3,4,4,11,344,Loyal
C10694,10,980.4517594835354,58,3,3,3,9,333,Loyal
C10695,11,880.4973340784553,97,2,3,3,8,233,At Risk
C10696,9,521.8585025932385,98,2,2,1,5,221,Lost
C10697,11,898.3311024424758,86,2,3,3,8,233,At Risk
C10698,10,1106.2203356974412,226,1,3,4,8,134,At Risk
C10699,8,1272.5650552169093,135,1,2,4,7,124,Potential Loyalists
C10700,14,1069.3692328759196,21,4,5,4,13,454,Champions
C10701,12,629.6265901613721,22,4,4,2,10,442,Loyal
C10702,22,2269.633801967984,9,5,5,5,15,555,Champions
C10703,8,837.9084047441245,38,3,2,3,8,323,Promising
C10704,15,1169.1906150954928,18,4,5,4,13,454,Champions
C10705,9,1057.182990023349,116,1,2,4,7,124,Potential Loyalists
C10706,11,1351.3324098775936,61,3,3,5,11,335,Loyal
C10707,10,614.8162427543124,155,1,3,2,6,132,Potential Loyalists
C10708,15,1187.2430774891263,177,1,5,4,10,154,At Risk
C10709,11,1448.9789679073294,14,5,3,5,13,535,Loyal
C10710,12,1292.3234590332597,22,4,4,5,13,445,Champions
C10711,10,1121.755209618765,103,2,3,4,9,234,At Risk
C10712,11,933.408432507966,78,2,3,3,8,233,At Risk
C10713,17,1939.3603093833344,64,3,5,5,13,355,Loyal
C10714,9,616.5388580606224,67,2,2,2,6,222,Lost
C10715,10,1036.2739954188664,99,2,3,4,9,234,At Risk
C10716,6,836.9631531273093,56,3,1,3,7,313,Promising
C10717,13,1255.4853720254964,69,2,4,4,10,244,At Risk
C10718,15,1029.4266038946782,21,4,5,4,13,454,Champions
C10719,9,859.8575214412951,41,3,2,3,8,323,Promising
C10720,9,870.647452634894,98,2,2,3,7,223,Potential Loyalists
C10721,11,838.9475953920103,72,2,3,3,8,233,At Risk
C10722,7,808.2175937984101,276,1,1,3,5,113,Lost
C10723,13,1911.4146968338393,75,2,4,5,11,245,At Risk
C10724,15,945.0083660368336,195,1,5,3,9,153,At Risk
C10725,8,504.08994755413397,166,1,2,1,4,121,Lost
C10726,17,1254.3252889471667,19,4,5,4,13,454,Champions
C10727,10,1120.6565447681185,131,1,3,4,8,134,At Risk
C10728,20,1905.5769983077403,39,3,5,5,13,355,Loyal
C10729,6,727.4606560852087,16,5,1,2,8,512,Potential Loyalists
C10730,5,643.613882120038,3,5,1,2,8,512,Potential Loyalists
C10731,9,611.2723831068693,20,4,2,2,8,422,Potential Loyalists
C10732,13,778.0225000714955,63,3,4,3,10,343,Loyal
C10733,9,545.198302719075,438,1,2,1,4,121,Lost
C10734,11,1141.187040962396,162,1,3,4,8,134,At Risk
C10735,16,1223.2301968873305,25,4,5,4,13,454,Champions
C10736,10,1089.0535797609664,3,5,3,4,12,534,Loyal
C10737,10,567.4792047285711,213,1,3,2,6,132,Potential Loyalists
C10738,8,445.4873913239153,383,1,2,1,4,121,Lost
C10739,18,1509.0988267582788,95,2,5,5,12,255,At Risk
C10740,13,1393.4603892387404,17,4,4,5,13,445,Champions
C10741,12,1186.180201188666,12,5,4,4,13,544,Champions
C10742,1,13.674032160742572,47,3,1,1,5,311,Lost
C10743,13,1678.941649025693,8,5,4,5,14,545,Champions
C10744,13,1692.1798642224019,29,4,4,5,13,445,Champions
C10745,20,2367.0206772656506,15,5,5,5,15,555,Champions
C10746,11,1157.835437170673,6,5,3,4,12,534,Loyal
C10747,12,748.2725696360916,35,4,4,2,10,442,Loyal
C10748,7,491.44359530844696,58,3,1,1,5,311,Lost
C10749,6,491.4130863077712,38,3,1,1,5,311,Lost
C10750,6,584.8822818820998,4,5,1,2,8,512,Potential Loyalists
C10751,10,564.7731747608382,50,3,3,2,8,332,Loyal
C10752,9,476.6978385053511,98,2,2,1,5,221,Lost
C10753,8,702.37701310181,165,1,2,2,5,122,Lost
C10754,6,853.9899377360421,90,2,1,3,6,213,Potential Loyalists
C10755,19,978.4460430423159,17,4,5,3,12,453,Loyal
C10756,11,1054.9485562240816,19,4,3,4,11,434,Loyal
C10757,7,523.3435321947499,30,4,1,1,6,411,Potential Loyalists
C10758,8,994.4948428457577,35,4,2,4,10,424,Potential Loyalists
C10759,6,303.28084686151004,425,1,1,1,3,111,Lost
C10760,8,513.1223109390841,5,5,2,1,8,521,Potential Loyalists
C10761,13,1088.9127940492629,145,1,4,4,9,144,At Risk
C10762,11,935.457291261526,152,1,3,3,7,133,At Risk
C10763,15,2202.6212347831315,29,4,5,5,14,455,Champions
C10764,15,1226.1345047176392,35,4,5,4,13,454,Champions
C10765,12,802.5573512741036,110,2,4,3,9,243,At Risk
C10766,8,1462.6442840694654,43,3,2,5,10,325,Promising
C10767,17,983.5738578373372,83,2,5,3,10,253,At Risk
C10768,9,1089.461760633282,122,1,2,4,7,124,Potential Loyalists
C10769,11,1496.2446712644244,20,4,3,5,12,435,Loyal
C10770,15,1396.7892340579442,36,4,5,5,14,455,Champions
C10771,8,542.2185376888559,60,3,2,1,6,321,Potential Loyalists
C10772,7,1164.4282645481842,38,3,1,4,8,314,Promising
C10773,12,662.6798142164082,76,2,4,2,8,242,Potential Loyalists
C10774,12,820.57438428075,6,5,4,3,12,543,Loyal
C10775,10,760.6096414023565,6,5,3,2,10,532,Loyal
C10776,10,586.8451323936006,14,5,3,2,10,532,Loyal
C10777,15,1583.4839265005849,32,4,5,5,14,455,Champions
C10778,11,592.549462251005,32,4,3,2,9,432,Loyal
C10779,9,622.9117993028165,1,5,2,2,9,522,Potential Loyalists
C10780,11,960.0275892988013,3,5,3,3,11,533,Loyal
C10781,7,338.52971683549964,117,1,1,1,3,111,Lost
C10782,13,1164.9906525131832,59,3,4,4,11,344,Loyal
C10783,15,1627.755506163373,20,4,5,5,14,455,Champions
C10784,6,365.02286079304685,162,1,1,1,3,111,Lost
C10785,11,900.1131309820349,10,5,3,3,11,533,Loyal
C10786,1,104.47245106503384,17,4,1,1,6,411,Potential Loyalists
C10787,12,1045.645730142814,140,1,4,4,9,144,At Risk
C10788,8,413.2486854713153,125,1,2,1,4,121,Lost
C10789,6,1212.2380846823994,36,4,1,4,9,414,Potential Loyalists
C10790,8,1035.680334230394,7,5,2,4,11,524,Potential Loyalists
C10791,4,207.9018344702749,526,1,1,1,3,111,Lost
C10792,8,395.8222219256248,23,4,2,1,7,421,Potential Loyalists
C10793,9,641.0854184421904,6,5,2,2,9,522,Potential Loyalists
C10794,10,816.0239563630744,176,1,3,3,7,133,At Risk
C10795,11,1034.6229072638714,33,4,3,4,11,434,Loyal
C10796,12,884.3954838933537,161,1,4,3,8,143,At Risk
C10797,7,506.4680420891309,92,2,1,1,4,211,Lost
C10798,17,975.1767957397096,41,3,5,3,11,353,Loyal
C10799,15,1154.9409585752605,4,5,5,4,14,554,Champions
C10800,10,685.6153959209983,4,5,3,2,10,532,Loyal
C10801,10,1344.9467315855445,82,2,3,5,10,235,At Risk
C10802,13,1209.6352748620757,128,1,4,4,9,144,At Risk
C10803,11,1230.0933238548591,74,2,3,4,9,234,At Risk
C10804,18,1569.9333672402886,50,3,5,5,13,355,Loyal
C10805,16,1834.1501941536123,45,3,5,5,13,355,Loyal
C10806,12,913.876259399321,13,5,4,3,12,543,Loyal
C10807,16,1631.9445188390296,40,3,5,5,13,355,Loyal
C10808,11,936.7883997136638,31,4,3,3,10,433,Loyal
C10809,6,328.05196722156666,4,5,1,1,7,511,Potential Loyalists
C10810,9,1116.0030605420652,67,2,2,4,8,224,Potential Loyalists
C10811,8,635.6547996858924,7,5,2,2,9,522,Potential Loyalists
C10812,13,843.1251890126193,21,4,4,3,11,443,Loyal
C10813,9,477.1816114661195,36,4,2,1,7,421,Potential Loyalists
C10814,9,823.7572165854234,84,2,2,3,7,223,Potential Loyalists
C10815,6,650.2551382530723,77,2,1,2,5,212,Lost
C10816,9,930.3222580224644,149,1,2,3,6,123,Potential Loyalists
C10817,7,241.96831297455827,38,3,1,1,5,311,Lost
C10818,10,735.290807229546,43,3,3,2,8,332,Loyal
C10819,12,1148.8587290633384,29,4,4,4,12,444,Champions
C10820,7,585.6254821892398,165,1,1,2,4,112,Lost
C10821,12,546.9289621721305,16,5,4,1,10,541,Loyal
C10822,8,616.5939951782141,70,2,2,2,6,222,Lost
C10823,8,602.1715401172755,229,1,2,2,5,122,Lost
C10824,14,1522.0506946169955,56,3,5,5,13,355,Loyal
C10825,5,279.46487953245185,17,4,1,1,6,411,Potential Loyalists
C10826,12,1117.0269862677555,7,5,4,4,13,544,Champions
C10827,8,489.65153494461885,71,2,2,1,5,221,Lost
C10828,7,735.9902258230263,100,2,1,2,5,212,Lost
C10829,14,1010.3981956277989,10,5,5,4,14,554,Champions
C10830,8,440.087193848418,142,1,2,1,4,121,Lost
C10831,13,1119.7981717761488,19,4,4,4,12,444,Champions
C10832,12,1092.0233034905891,83,2,4,4,10,244,At Risk
C10833,11,844.9563092728775,61,3,3,3,9,333,Loyal
